artist_name,track_name,duration_ms,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood
Ghulam Ali,Humko Kiske Gham Ne Mara,519347,2000,15,0.453,0.36,6,-13.644,0,0.0339,0.7,1.05e-05,0.249,0.606,110.166,SAD
Los Pericos,Pupilas Lejanas - Live,230249,2000,34,0.55,0.728,3,-7.096,1,0.0356,0.517,0.0,0.453,0.747,158.42,HAPPY
Mariah Carey,Loverboy,229173,2001,40,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,SCARED
Mariah Carey,Forever,240640,2001,23,0.378,0.499,8,-7.587,1,0.0271,0.438,0.0,0.0672,0.211,185.162,SCARED
Nusrat Fateh Ali Khan,Jaag Uthenge Dard Purane,586583,2001,0,0.401,0.792,3,-6.044,1,0.0444,0.205,4.86e-05,0.425,0.817,162.433,HAPPY
System Of A Down,Toxicity,218933,2001,80,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,ANGRY
System Of A Down,X,118160,2001,56,0.492,0.948,0,-3.549,1,0.0525,0.00118,0.00641,0.295,0.523,90.569,ANGRY
Lata Mangeshkar,Allah Janta Hai,337000,2001,13,0.565,0.302,0,-13.006,0,0.0283,0.648,3.21e-05,0.0998,0.374,93.5,HAPPY
Sonu Nigam,Jaana,308467,2001,19,0.546,0.539,0,-11.922,1,0.208,0.393,0.0,0.256,0.557,173.994,HAPPY
Udit Narayan,Dilbar Mera,317293,2001,1,0.76,0.788,7,-12.066,1,0.0607,0.196,0.0,0.326,0.772,111.934,HAPPY
Lata Mangeshkar,Arre Dil Mere Mann,371693,2001,2,0.304,0.29,8,-12.957,1,0.0335,0.775,0.00103,0.241,0.264,76.083,HAPPY
Mariah Carey,Clown,197267,2002,27,0.698,0.417,7,-9.355,1,0.0587,0.651,0.0,0.383,0.617,119.936,SCARED
Eminem,Without Me,290320,2002,87,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,SCARED
Chris Connelly,Samaratin,369240,2002,0,0.672,0.769,9,-4.735,0,0.0319,0.743,0.0,0.141,0.71,114.604,SAD
Alka Yagnik,Kasam Khake Kaho,353000,2002,45,0.626,0.923,9,-7.012,0,0.046,0.15,6.03e-05,0.0414,0.86,114.021,HAPPY
Coldplay,Clocks,307880,2002,80,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,SAD
Bryan Adams,You Can't Take Me,176493,2002,55,0.5,0.729,4,-7.274,0,0.0314,0.141,2.07e-06,0.128,0.441,160.161,SAD
Himesh Reshammiya,Sajana Tere Pyar Mein,412333,2002,32,0.613,0.815,8,-7.795,1,0.213,0.615,0.0,0.0733,0.813,91.094,HAPPY
Udit Narayan,College Ki Ladkiyan,349000,2002,46,0.667,0.901,7,-7.431,1,0.05,0.0614,0.011,0.0642,0.9,111.931,HAPPY
Johnny Cash,He Stopped Loving Her Today,156133,2003,26,0.437,0.383,4,-9.881,1,0.0279,0.859,0.000426,0.131,0.614,93.29,SAD
George Jones,He Stopped Loving Her Today,195760,2003,20,0.346,0.208,8,-14.705,1,0.0343,0.777,9.09e-05,0.244,0.382,144.134,SAD
Linkin Park,Numb,185587,2003,84,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,SAD
Linkin Park,Numb - Live,186773,2003,44,0.54,0.874,6,-5.442,0,0.0335,0.000128,0.00786,0.973,0.178,109.957,SAD
Sufjan Stevens,Holland,206373,2003,39,0.572,0.181,3,-15.893,0,0.0313,0.914,0.00894,0.109,0.207,115.627,SAD
Udit Narayan,Tere Naam,393707,2003,55,0.489,0.767,4,-8.309,1,0.138,0.645,0.000482,0.108,0.556,175.877,SAD
Udit Narayan,Tere Naam (Sad),125200,2003,48,0.319,0.513,11,-11.528,1,0.0519,0.808,1.36e-05,0.114,0.272,69.678,SAD
Don Williams,"Lord, I Hope This Day Is Good",243133,2004,25,0.575,0.459,2,-14.314,1,0.0299,0.359,0.00175,0.177,0.712,174.986,SCARED
David Guetta,Time,246947,2004,26,0.697,0.711,10,-4.821,0,0.0261,0.0708,0.019,0.0754,0.17,126.003,ANGRY
Eminem,Mockingbird,250760,2004,90,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,ANGRY
Eminem,Just Lose It,248680,2004,68,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,ANGRY
Katrina & The Waves,Walking on Sunshine - 2004 Version,216000,2004,53,0.595,0.943,10,-7.255,1,0.0507,0.00111,0.288,0.223,0.961,109.014,HAPPY
Sonu Nigam,Main Hoon Na,361067,2004,60,0.48,0.681,5,-8.002,1,0.163,0.284,0.0,0.125,0.74,88.003,SAD
Sufjan Stevens,Abraham,153693,2004,36,0.368,0.0299,6,-20.546,1,0.0695,0.947,0.49,0.111,0.253,81.365,SAD
Green Day,Holiday / Boulevard of Broken Dreams,493400,2004,69,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,ANGRY
Sufjan Stevens,Sister,360840,2004,32,0.393,0.348,4,-9.7,1,0.0261,0.122,0.245,0.138,0.247,101.656,SAD
Sufjan Stevens,Kill,266360,2004,20,0.491,0.243,6,-14.639,1,0.0256,0.74,0.00387,0.114,0.296,87.28,SAD
Sufjan Stevens,Rake,168733,2004,18,0.427,0.229,6,-15.19,1,0.0319,0.824,0.828,0.394,0.211,129.412,SAD
Sufjan Stevens,Jason,370227,2004,13,0.381,0.743,3,-7.65,0,0.0367,0.408,0.742,0.0983,0.572,114.257,SAD
Sufjan Stevens,Leil,338413,2004,10,0.325,0.552,5,-8.823,1,0.0369,0.56,0.227,0.203,0.237,132.628,SAD
Rev. Gary Davis,Samson & Delilah,243360,2005,2,0.711,0.258,7,-12.447,1,0.0541,0.88,0.000303,0.126,0.737,112.079,SCARED
Bryan Adams,Please Forgive Me,355640,2005,52,0.587,0.456,9,-7.011,1,0.0262,0.516,0.0,0.104,0.144,134.11,SAD
Himesh Reshammiya,Jhalak Dikhla Ja,317560,2005,58,0.688,0.737,2,-10.051,1,0.0443,0.015,0.00025,0.0599,0.635,110.969,HAPPY
Udit Narayan,Ek Dilruba Hai,408840,2005,52,0.76,0.565,5,-9.737,0,0.0489,0.239,2.35e-06,0.102,0.758,126.016,HAPPY
Sonu Nigam,Ada,286987,2005,47,0.684,0.86,0,-7.753,0,0.0772,0.0788,0.0,0.0433,0.869,99.986,HAPPY
Three Days Grace,Animal I Have Become,231400,2006,72,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,ANGRY
Sleeping At Last,Umbrellas,263493,2006,16,0.319,0.476,6,-5.253,0,0.0295,0.0303,8.98e-05,0.102,0.122,97.582,SAD
George Jones,He Stopped Loving Her Today - Single Version,195893,2006,22,0.345,0.209,8,-14.865,1,0.0369,0.776,0.000195,0.276,0.389,144.495,SAD
Taylor Swift,Our Song,201107,2006,70,0.668,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.011,SAD
KK,Teri Yaadon Mein,287213,2006,55,0.576,0.735,11,-5.811,0,0.0352,0.0233,0.00118,0.188,0.301,105.058,SAD
Sonu Nigam,Janeman,321040,2006,33,0.532,0.596,7,-7.804,0,0.0576,0.366,7.75e-05,0.133,0.495,171.693,HAPPY
Atif Aslam,Maula,229147,2006,27,0.644,0.879,2,-4.075,1,0.0863,0.461,3.36e-05,0.27,0.537,104.937,HAPPY
Sonu Nigam,Kal Ho Naa Ho,323268,2006,26,0.566,0.532,0,-8.359,1,0.0335,0.32,7.2e-05,0.0912,0.311,82.093,SAD
KK,Teri Yaadon Mein (Remix),282267,2006,25,0.621,0.926,11,-8.507,0,0.0509,0.012,0.592,0.0798,0.589,119.979,SAD
Saindhavi,Hanuman Chalisa,592557,2006,1,0.75,0.543,8,-7.415,1,0.0276,0.401,0.0,0.274,0.871,97.975,SCARED
Ritchie Valens,Malaguena,181027,2006,28,0.519,0.586,6,-11.075,0,0.0525,0.921,0.892,0.117,0.329,126.828,HAPPY
Kailash Kher,Ya Rabba,418880,2007,44,0.649,0.413,2,-10.934,1,0.0316,0.261,1.93e-05,0.0748,0.59,143.946,SCARED
Vast,One More Day,205067,2007,33,0.473,0.18,9,-13.477,0,0.0292,0.682,0.009,0.267,0.166,93.202,SAD
Cupid,Someone Like You,211840,2007,8,0.373,0.646,5,-4.054,1,0.0692,0.0671,0.0,0.268,0.353,64.941,SAD
Himesh Reshammiya,Tera Mera Milna,350613,2007,45,0.772,0.803,11,-6.192,0,0.0376,0.278,0.0,0.142,0.752,118.035,HAPPY
Sonu Nigam,Apne,405943,2007,44,0.619,0.739,6,-5.827,1,0.244,0.35,0.0,0.0907,0.791,175.92,HAPPY
Atif Aslam,Joug,355940,2007,22,0.225,0.796,8,-6.34,0,0.054,0.205,0.0261,0.109,0.37,169.815,HAPPY
Lata Mangeshkar,Mujhe Khabar Thi,374742,2007,18,0.625,0.41,6,-10.623,1,0.0316,0.693,0.0228,0.171,0.577,127.773,HAPPY
Frank Nimsgern,Ocean Of Love,215373,2007,0,0.441,0.169,0,-13.483,1,0.0262,0.682,0.0,0.344,0.0873,86.863,SAD
The Script,Breakeven,261427,2008,72,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,SAD
Bon Iver,Skinny Love,238520,2008,70,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,SAD
Torche,Fat Waves,272547,2008,15,0.0973,0.914,2,-3.247,1,0.0564,3.08e-05,0.711,0.122,0.0998,186.179,SAD
Ra.D,Happy Birthday,104909,2008,11,0.885,0.733,9,-7.388,1,0.407,0.739,0.0,0.0949,0.467,99.977,HAPPY
Atif Aslam,Pehli Nazar Mein,312893,2008,69,0.488,0.57,9,-5.602,1,0.0775,0.251,0.0,0.107,0.668,169.702,SAD
Taylor Swift,Change,280240,2008,41,0.541,0.77,5,-4.17,1,0.0354,0.00408,0.0,0.117,0.215,96.013,SAD
Atif Aslam,Pehli Nazar Mein - Club Mix,251901,2008,28,0.731,0.844,9,-5.759,1,0.0298,0.15,0.213,0.186,0.9,125.013,SAD
Atif Aslam,Pehli Nazar Mein - Lounge Mix,265785,2008,22,0.701,0.897,9,-4.917,1,0.0349,0.00502,0.0116,0.144,0.894,119.975,SAD
creamy,all the kids are depressed,129808,2008,5,0.484,0.299,4,-14.984,1,0.281,0.941,0.892,0.311,0.565,103.845,SAD
Sleeping At Last,Unmade,216213,2009,21,0.372,0.315,8,-10.82,1,0.0354,0.866,7.15e-06,0.0876,0.276,71.545,SAD
deadmau5,Strobe,633187,2009,46,0.433,0.444,8,-9.911,0,0.0372,0.013,0.856,0.121,0.0356,128.01,ANGRY
deadmau5,Moar Ghosts 'n' Stuff,297187,2009,42,0.903,0.648,5,-5.582,0,0.119,0.000105,0.869,0.106,0.342,128.014,ANGRY
Kesha,TiK ToK,200187,2009,49,0.737,0.839,2,-2.028,0,0.17,0.103,0.0,0.319,0.718,120.042,ANGRY
deadmau5,Moar Ghosts n Stuff,270013,2009,33,0.785,0.475,5,-9.625,0,0.125,0.000464,0.77,0.109,0.301,128.041,ANGRY
Demi Lovato,Solo,194947,2009,33,0.53,0.94,0,-5.264,1,0.0478,0.00193,7.87e-06,0.222,0.675,143.949,SAD
deadmau5,Ghosts 'n' Stuff - Radio Edit,179607,2009,2,0.516,0.625,8,-11.039,1,0.0911,0.000135,0.00355,0.239,0.416,131.038,ANGRY
Bon Iver,Rosyln,289560,2009,74,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,SAD
Mumford & Sons,Little Lion Man,247002,2009,69,0.52,0.496,5,-8.121,1,0.0271,0.0234,2.05e-05,0.0905,0.496,138.81,SCARED
Piyush Mishra,Aarambh,295867,2009,67,0.693,0.778,1,-8.087,0,0.248,0.555,0.0,0.094,0.282,125.025,ANGRY
Kailash Kher,Rama 'O' Rama,318104,2009,26,0.614,0.798,5,-6.894,1,0.061,0.184,0.0,0.265,0.835,119.986,SCARED
Gregorian,Sweet Child of Mine,347627,2009,27,0.513,0.497,2,-8.11,1,0.0279,0.311,6.65e-05,0.207,0.167,114.418,HAPPY
Sukhwinder Singh,Chaiyya Chaiyya - Bhangra Mix,360542,2009,12,0.715,0.691,2,-11.823,1,0.062,0.0304,0.0185,0.0553,0.701,92.003,HAPPY
Shreya Ghoshal,Bin Tere Mar Javan,85767,2009,16,0.793,0.727,7,-4.405,1,0.043,0.187,7.14e-06,0.103,0.765,90.02,HAPPY
Sarah Blasko,All I Want,233960,2009,36,0.604,0.622,7,-7.782,1,0.0469,0.0943,0.00577,0.204,0.424,126.238,SAD
Skrillex,Scary Monsters and Nice Sprites,243354,2010,58,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,ANGRY
Skrillex,Scary Monsters and Nice Sprites - Noisia Remix,204154,2010,33,0.6,0.871,7,-4.108,0,0.235,0.00207,0.3,0.127,0.639,140.144,ANGRY
Skrillex,Scary Monsters and Nice Sprites - Zedd Remix,357877,2010,31,0.93,0.641,7,-3.719,0,0.346,0.000911,0.0637,0.572,0.345,127.994,ANGRY
deadmau5,Ghosts N Stuff,270027,2010,25,0.529,0.797,8,-5.319,1,0.0791,3.05e-05,0.00502,0.198,0.365,128.011,ANGRY
deadmau5,Ghosts n Stuff - Vocal Mix,182293,2010,15,0.458,0.779,8,-5.035,1,0.106,3.56e-05,0.0285,0.16,0.431,127.438,ANGRY
Dr. Dog,Where'd All the Time Go?,234800,2010,75,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,SCARED
Eminem,Love The Way You Lie,263373,2010,82,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,ANGRY
Roar,I Can't Handle Change,198213,2010,78,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,SCARED
Roar,Christmas Kids,135693,2010,76,0.425,0.754,2,-6.028,1,0.0367,0.0104,0.112,0.438,0.558,152.092,SCARED
Bring Me The Horizon,Fuck,295333,2010,41,0.221,0.903,0,-6.275,0,0.184,0.00383,0.000328,0.431,0.0395,123.582,ANGRY
Bring Me The Horizon,Anthem,289987,2010,40,0.301,0.906,0,-6.425,0,0.192,0.00246,1.78e-05,0.715,0.0368,109.554,ANGRY
Taylor Swift,Enchanted,352187,2010,73,0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,SAD
Taylor Swift,Mine,230707,2010,64,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,SAD
Taylor Swift,Mean,237733,2010,64,0.568,0.761,4,-3.987,1,0.0459,0.452,0.0,0.217,0.789,163.974,SAD
Taylor Swift,Dear John,403920,2010,60,0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,SAD
Taylor Swift,Ours,237920,2010,57,0.608,0.569,0,-7.227,1,0.0284,0.537,0.0,0.097,0.238,159.845,SAD
Taylor Swift,Superman,275960,2010,52,0.582,0.765,7,-3.648,1,0.0324,0.0268,1.95e-06,0.103,0.559,131.982,SAD
Sunidhi Chauhan,Sheila Ki Jawani,281707,2010,63,0.803,0.859,6,-4.405,0,0.185,0.305,6.18e-05,0.553,0.631,101.007,HAPPY
Sukhwinder Singh,Jaiya Ho,310465,2010,2,0.644,0.846,1,-6.162,0,0.0876,0.202,2.37e-06,0.277,0.632,104.062,HAPPY
Shoes,If You Want My Love,231480,2010,0,0.612,0.468,0,-15.38,1,0.0312,0.0324,0.000487,0.0841,0.509,115.95,SAD
Ive Mendes,I Don't Want to Talk About It,206581,2010,18,0.741,0.398,9,-9.262,1,0.0262,0.626,0.0429,0.102,0.579,96.98,HAPPY
Sufjan Stevens,Arnika,313760,2010,23,0.326,0.276,5,-14.187,1,0.0413,0.958,0.00182,0.0892,0.383,88.103,SAD
Young the Giant,Garands,245747,2011,33,0.478,0.708,9,-7.718,1,0.0436,0.0199,0.0361,0.109,0.194,109.986,SAD
Phish,Killing In The Name,292400,2011,9,0.241,0.929,7,-4.738,1,0.0546,0.00697,0.0,0.387,0.604,86.505,ANGRY
David Guetta,Titanium (feat. Sia),245040,2011,68,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,ANGRY
Lady Gaga,Americano,246533,2011,62,0.608,0.848,1,-5.086,1,0.0326,0.000622,3.93e-06,0.429,0.338,127.999,HAPPY
Demi Lovato,Together,273547,2011,35,0.284,0.806,6,-4.223,1,0.0332,0.122,9.88e-06,0.237,0.549,94.796,SAD
Swedish House Mafia,Save The World - Extended Mix,410897,2011,37,0.654,0.734,0,-6.216,1,0.112,0.00314,0.000249,0.0802,0.241,126.995,ANGRY
Skrillex,Scary Monsters and Nice Sprites - Dirtyphonics Remix,291080,2011,37,0.422,0.827,7,-5.759,0,0.197,0.000859,0.00231,0.179,0.408,175.071,ANGRY
Skrillex,Scary Monsters and Nice Sprites - Kaskade Remix,483742,2011,27,0.829,0.873,7,-7.199,0,0.098,0.000323,0.584,0.316,0.152,128.008,ANGRY
Skrillex,Scary Monsters and Nice Sprites - Phonat Remix,219765,2011,27,0.692,0.558,8,-6.181,1,0.0685,0.00793,0.76,0.0833,0.285,139.954,ANGRY
Swedish House Mafia,Save The World - Alesso Remix,341350,2011,21,0.53,0.867,0,-6.611,1,0.203,0.00655,0.00202,0.162,0.19,128.069,ANGRY
M83,Wait,343253,2011,61,0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,SAD
Iron Maiden,Dance Of Death,517173,2011,16,0.298,0.868,4,-5.055,0,0.0879,0.0705,0.00691,0.139,0.3,130.457,SCARED
Lehmber Hussainpuri,Sadi Gali,264900,2011,62,0.726,0.994,5,-2.433,0,0.0543,0.021,0.0108,0.222,0.779,129.989,HAPPY
Joi Barua,Dil Dhadakne Do,230319,2011,59,0.778,0.599,2,-4.758,1,0.032,0.0705,0.0,0.59,0.949,116.951,HAPPY
The Cab,Angel With A Shotgun,221387,2011,60,0.546,0.837,2,-5.13,1,0.0519,0.00549,0.0,0.387,0.402,124.007,HAPPY
The Cab,Angel With a Shotgun,223093,2011,61,0.543,0.84,2,-5.121,1,0.0499,0.00471,0.0,0.179,0.394,124.037,HAPPY
Adele,Someone Like You,285240,2011,78,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,SAD
Ed Sheeran,Give Me Love,526387,2011,69,0.526,0.328,1,-9.864,1,0.0461,0.694,0.0,0.112,0.11,116.068,SAD
Udit Narayan,Are Re Re,389480,2011,17,0.624,0.926,4,-3.652,1,0.0795,0.53,0.0,0.0857,0.781,86.971,SAD
Shaan,Hanuman Chalisa,953267,2011,5,0.785,0.483,6,-13.973,1,0.052,0.575,0.0,0.0832,0.803,133.999,SCARED
The Drums,Money,233655,2011,60,0.603,0.918,4,-6.652,0,0.0641,0.216,0.146,0.287,0.452,102.473,SCARED
Lata Mangeshkar,Ye Samaa Samaa Hai Pyar Ka,198573,1965,24,0.434,0.507,0,-9.478,1,0.058,0.97,0.201,0.356,0.5529999999999999,124.907,HAPPY
deadmau5,Moar Ghosts 'n' Stuff,297187,2009,45,0.903,0.648,5,-5.5820000000000025,0,0.119,0.000105,0.8690000000000001,0.106,0.342,128.014,ANGRY
Taylor Swift,Dear John,403920,2010,46,0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,SAD
Taylor Swift,Superman,275960,2010,46,0.5820000000000001,0.765,7,-3.648,1,0.0324,0.0268,1.95e-06,0.103,0.5589999999999999,131.982,SAD
Madison Beer,Melodies,212520,2013,57,0.477,0.919,6,-2.695,1,0.218,0.0501,0.0,0.539,0.569,178.287,SAD
The Neighbourhood,Prey,282640,2015,63,0.517,0.779,9,-5.005,0,0.0477,0.0258,0.0,0.0622,0.197,115.206,SCARED
Neck Deep,December,218955,2015,58,0.542,0.439,2,-7.728,1,0.0272,0.626,0.0,0.109,0.466,144.94899999999996,SAD
Lizz Robinett,Hide and Seek,138800,2015,59,0.625,0.726,1,-2.144,1,0.031,0.335,0.0,0.273,0.5589999999999999,119.994,SCARED
Sleeping At Last,Already Gone,240791,2015,63,0.447,0.206,3,-11.75,1,0.0519,0.956,4.56e-06,0.107,0.327,66.734,SAD
"nothing, nowhere.","I'm Sorry, I'm Trying",204964,2016,60,0.615,0.521,2,-8.849,1,0.0484,0.31,1.6e-06,0.0978,0.182,139.503,SAD
Lil Peep,Honestly,128680,2017,64,0.544,0.7709999999999999,9,-6.4110000000000005,1,0.0469,7.26e-05,8.47e-06,0.101,0.357,158.274,SAD
Ed Sheeran,Barcelona,191147,2017,68,0.747,0.76,1,-4.294,1,0.187,0.448,0.0,0.153,0.682,99.975,SAD
khai dreams,Fantasy,170667,2017,62,0.35,0.429,7,-13.14,1,0.131,0.7120000000000001,0.0,0.307,0.207,169.90099999999995,SCARED
"Steve Aoki, BTS",Waste It On Me,192537,2018,70,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097,ANGRY
Plested,Worthy Of You,190619,2018,66,0.451,0.452,1,-9.363,0,0.0574,0.439,0.0,0.478,0.386,57.523,SAD
Lewis Capaldi,One,179908,2019,72,0.708,0.339,9,-7.085,1,0.0409,0.8340000000000001,0.0,0.128,0.512,117.995,SAD
Julia Michaels,Falling For Boys,183720,2019,67,0.6459999999999999,0.485,0,-6.647,1,0.0829,0.501,0.0,0.121,0.408,148.13,SAD
Anson Seabra,That's Us,270462,2019,69,0.535,0.115,10,-15.097,1,0.0526,0.969,6.17e-06,0.175,0.253,129.11700000000002,SAD
Gracie Abrams,"I miss you, I’m sorry",167538,2020,72,0.617,0.451,7,-6.096,1,0.0481,0.7340000000000001,1.56e-06,0.128,0.161,109.757,SAD
Lady Gaga,Americano,246533,2011,47,0.608,0.848,1,-5.086,1,0.0326,0.0006219999999999,3.93e-06,0.429,0.338,127.999,HAPPY
TV Girl,Cigarettes out the Window,198961,2016,57,0.626,0.659,0,-5.669,1,0.0337,0.121,0.0,0.17,0.594,113.551,SCARED
Jeremy Zucker,Idk Love,140360,2017,63,0.75,0.431,5,-10.093,1,0.312,0.778,0.0,0.132,0.5539999999999999,124.088,SCARED
Tate McRae,tear myself apart,168547,2019,69,0.478,0.504,9,-6.91,0,0.0305,0.162,0.0,0.119,0.309,86.04799999999999,SAD
Anson Seabra,Broken,305676,2019,67,0.551,0.0754,6,-14.203,1,0.059,0.957,0.0,0.154,0.239,98.348,SAD
awfultune,I Met Sarah in the Bathroom,121375,2019,67,0.6629999999999999,0.408,0,-10.861,1,0.163,0.901,0.000691,0.16,0.227,90.191,SCARED
Kishore Kumar,Ek Ladki Bheegi Bhagi Si,236800,1958,12,0.563,0.455,4,-7.01,0,0.0551,0.8079999999999999,0.0,0.154,0.892,120.784,HAPPY
Kishore Kumar,Meri Bheegi Bheegi Si,246893,1973,31,0.44,0.4270000000000001,10,-12.797,1,0.0329,0.233,7.51e-06,0.335,0.413,104.198,HAPPY
Madonna,Rescue Me,331733,1990,39,0.725,0.652,1,-10.017,1,0.05,0.0201,6.759999999999999e-05,0.108,0.355,117.946,SCARED
Duster,Inside Out,141040,1998,39,0.5529999999999999,0.465,9,-9.664,1,0.0301,0.8370000000000001,0.97,0.102,0.6509999999999999,79.22399999999998,SCARED
Eminem,Mockingbird,251267,2005,47,0.6509999999999999,0.67,0,-3.786,1,0.283,0.209,0.0,0.122,0.241,83.55799999999998,ANGRY
Led Zeppelin,Stairway to Heaven - 2007 Remaster,485013,2007,49,0.338,0.332,9,-12.254,0,0.0352,0.609,0.00432,0.142,0.204,81.95700000000002,SAD
Taylor Swift,Change,281053,2008,43,0.5479999999999999,0.7559999999999999,5,-4.175,1,0.036,0.00471,0.0,0.117,0.224,96.038,SAD
The Cab,Angel With a Shotgun,223093,2011,65,0.5429999999999999,0.84,2,-5.121,1,0.0499,0.00471,0.0,0.179,0.394,124.037,HAPPY
Alan Walker,Force,240006,2015,65,0.597,0.544,1,-8.868,0,0.062,0.00192,0.0562,0.07,0.263,105.014,ANGRY
Young the Giant,Mind Over Matter,230867,2015,57,0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,SAD
Alan Walker,Alone,160427,2018,74,0.6729999999999999,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021,ANGRY
Lewis Capaldi,Grace,185658,2019,73,0.722,0.565,4,-5.848,1,0.0335,0.435,0.0,0.165,0.488,104.483,SAD
Eminem,Without Me,290120,2002,38,0.924,0.647,7,-3.349,1,0.0712,0.00317,0.0,0.193,0.6779999999999999,112.239,SCARED
Coldplay,Clocks,307880,2003,48,0.5770000000000001,0.7490000000000001,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,SAD
Eminem,Mockingbird,250760,2004,44,0.624,0.6729999999999999,2,-3.995,1,0.289,0.214,0.0,0.118,0.277,83.59200000000001,ANGRY
Eminem,Without Me,291213,2005,47,0.91,0.6609999999999999,7,-2.814,1,0.0694,0.00276,0.0,0.35,0.643,112.251,SCARED
Birdy,Skinny Love,201080,2011,60,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.1689999999999999,166.467,SAD
Beach House,On the Sea,332467,2012,47,0.484,0.517,3,-7.691,1,0.0279,0.752,0.102,0.0928,0.161,102.213,SCARED
Adele,Love in the Dark,285947,2016,57,0.333,0.341,9,-6.025,0,0.0304,0.536,0.0,0.109,0.142,109.812,SAD
khai dreams,In Love,69389,2018,63,0.511,0.235,5,-13.345,1,0.127,0.918,0.0,0.105,0.584,117.769,SCARED
Rashid Ali,Kabhi Kabhi Aditi,218836,2008,57,0.7909999999999999,0.5579999999999999,7,-7.155,0,0.0661,0.276,0.0,0.0859,0.872,95.077,HAPPY
Moose Blood,Cherry,159711,2014,52,0.3720000000000001,0.247,4,-12.633,1,0.0336,0.8959999999999999,0.00162,0.0819999999999999,0.241,181.763,SAD
Alan Walker,Alone,161200,2016,68,0.6759999999999999,0.929,10,-3.194,1,0.0458,0.186,0.000405,0.121,0.157,97.019,ANGRY
Aquilo,Silhouette,230417,2017,65,0.234,0.414,1,-8.371,1,0.0476,0.7020000000000001,0.0,0.0391,0.144,78.21600000000002,SAD
Sam Smith,Palace,187157,2017,58,0.345,0.193,6,-10.236,0,0.0328,0.74,4.2e-06,0.117,0.268,77.547,SAD
Trippie Redd,Real Feel,258552,2019,62,0.8370000000000001,0.57,2,-5.221,1,0.0767,0.3720000000000001,0.0,0.0862,0.425,74.514,SAD
Justin Bieber,E.T.A.,176733,2020,69,0.465,0.494,4,-7.595,0,0.066,0.49,0.0,0.127,0.457,127.298,HAPPY
Lata Mangeshkar,Balma Ja Ja Ja,162377,1951,0,0.456,0.336,7,-15.428,1,0.0856,0.985,0.354,0.116,0.579,173.148,HAPPY
Mika Singh,Mauja Hi Mauja,245100,2007,52,0.738,0.873,2,-5.659,1,0.107,0.075,0.0294,0.225,0.484,104.983,HAPPY
Taylor Swift,Red,223093,2012,64,0.602,0.8959999999999999,1,-4.267,0,0.0437,0.0773,8.87e-05,0.0911,0.6409999999999999,124.978,SAD
Cigarettes After Sex,Sweet,291640,2017,55,0.448,0.511,6,-9.084,1,0.0274,0.362,0.823,0.129,0.112,96.321,SCARED
Lewis Capaldi,Mercy,219813,2017,65,0.628,0.57,6,-7.99,1,0.0375,0.0707,0.0,0.182,0.369,96.129,SAD
